Brand,Count
gucci,25
jordan,22
louis vuitton,21
ferragamo,14
armani,14
fendi,11
nike,9
versace,7
prada,6
supreme,3
chanel,3
dior,3
adidas,2
palace,1
yves saint laurent,1
gosha rubchinskiy,1
acne,1
balenciaga,1
mcm,1
helmut lang,0
cav empt,0
vetements,0
bape,0
y3,0
montclair,0
dolce und gabbana,0
