Brand,Count
louis vuitton,95
gucci,81
prada,68
yves saint laurent,34
chanel,26
fendi,26
versace,24
dior,14
balenciaga,9
dolce und gabbana,7
jordan,4
ferragamo,2
mcm,1
supreme,0
palace,0
gosha rubchinskiy,0
acne,0
helmut lang,0
cav empt,0
vetements,0
nike,0
adidas,0
bape,0
y3,0
montclair,0
armani,0
