Shindy,NWA,2013
Shindy,NWA 2.0,2013
Shindy,FVCKB!TCHE$GETMONE¥,2014
Shindy,Dreams,2016
Shindy,Drama,2019
Shindy,Byzantinische Rose,2020
Shindy,Mandarinen,2021
