Ufo361,Ihr-seid-nicht-allein,2014
Ufo361,Ich-bin-ein-berliner,2016
Ufo361,Ich-bin-2-berliner,2016
Ufo361,Ich-bin-3-berliner,2017
Ufo361,808,2018
Ufo361,Tiffany,2018
Ufo361,Vvs,2018
Ufo361,Vvs-bonus-ep,2018
Ufo361,Wonderland,2019
Ufo361,WAVE,2019
Ufo361,Big-drip-single,2020
Ufo361,Rich-rich-leftovers,2020
Ufo361,Rich-rich,2020
Ufo361,Stay-high,2021
Ufo361,Destroy-all-copies,2021
