Lgoony,Grape-tape,2015
Lgoony,Intergalactica,2016
Lgoony,Lightcore,2019
Lgoony,forever,2020
Lgoony,Go-green,2021
Fler,Der-staat-gegen-patrick-decker,2015
Fler,Bewahrung-vorbei-ep,2016
Fler,Vibe,2016
Fler,Flizzy,2018
Fler,Conor-ep,2018
Fler,Colucci,2019
Fler,Atlantis,2020
Fler,Widder,2021
Luciano,Locosquad-prasentiert-12812,2016
Luciano,Banditorinho,2017
Luciano,Eiskalt,2017
Luciano,L-o-c-o,2018
Luciano,Millies,2019
Luciano,Exot,2020
Luciano,Aqua,2021
